id,name,category,value,memo
37932,name_37932,B,450,memo_37932
37933,name_37933,A,59,memo_37933
37934,name_37934,A,424,memo_37934
37935,name_37935,B,922,memo_37935
37936,name_37936,A,932,memo_37936
37937,name_37937,B,795,memo_37937
37938,name_37938,C,679,memo_37938
37939,name_37939,B,970,memo_37939
37940,name_37940,B,406,"this is memo, with comma 37940"
37941,name_37941,C,201,memo_37941
37942,name_37942,B,86,memo_37942
37943,name_37943,B,184,memo_37943
37944,name_37944,A,917,memo_37944
37945,name_37945,B,130,memo_37945
37946,name_37946,A,482,memo_37946
37947,name_37947,B,380,memo_37947
37948,name_37948,C,303,memo_37948
37949,name_37949,B,420,memo_37949
37950,name_37950,A,469,"this is memo, with comma 37950"
37951,name_37951,C,563,memo_37951
37952,name_37952,C,52,memo_37952
37953,name_37953,A,159,memo_37953
37954,name_37954,A,490,memo_37954
37955,name_37955,C,612,memo_37955
37956,name_37956,B,800,memo_37956
37957,name_37957,A,515,memo_37957
37958,name_37958,C,779,memo_37958
37959,name_37959,A,319,memo_37959
37960,name_37960,C,552,"this is memo, with comma 37960"
37961,name_37961,B,614,memo_37961
37962,name_37962,B,343,memo_37962
37963,name_37963,A,199,memo_37963
37964,name_37964,C,991,memo_37964
37965,name_37965,B,712,memo_37965
37966,name_37966,A,526,memo_37966
37967,name_37967,B,548,memo_37967
37968,name_37968,C,856,memo_37968
37969,name_37969,B,736,memo_37969
37970,name_37970,B,36,"this is memo, with comma 37970"
37971,name_37971,A,351,memo_37971
37972,name_37972,C,806,memo_37972
37973,name_37973,C,154,memo_37973
37974,name_37974,B,886,memo_37974
37975,name_37975,B,641,memo_37975
37976,name_37976,B,728,memo_37976
37977,name_37977,A,853,memo_37977
37978,name_37978,A,932,memo_37978
37979,name_37979,A,784,memo_37979
37980,name_37980,B,167,"this is memo, with comma 37980"
37981,name_37981,A,391,memo_37981
37982,name_37982,A,516,memo_37982
37983,name_37983,A,931,memo_37983
37984,name_37984,A,439,memo_37984
37985,name_37985,C,902,memo_37985
37986,name_37986,B,564,memo_37986
37987,name_37987,A,122,memo_37987
37988,name_37988,A,455,memo_37988
37989,name_37989,A,77,memo_37989
37990,name_37990,A,75,"this is memo, with comma 37990"
37991,name_37991,A,599,memo_37991
37992,name_37992,C,254,memo_37992
37993,name_37993,A,396,memo_37993
37994,name_37994,A,159,memo_37994
37995,name_37995,C,402,memo_37995
37996,name_37996,B,667,memo_37996
37997,name_37997,A,156,memo_37997
37998,name_37998,A,92,memo_37998
37999,name_37999,B,89,memo_37999
38000,name_38000,C,828,"this is memo, with comma 38000"
38001,name_38001,C,645,memo_38001
38002,name_38002,A,313,memo_38002
38003,name_38003,B,712,memo_38003
38004,name_38004,C,34,memo_38004
38005,name_38005,B,825,memo_38005
38006,name_38006,A,105,memo_38006
38007,name_38007,A,981,memo_38007
38008,name_38008,A,512,memo_38008
38009,name_38009,A,3,memo_38009
38010,name_38010,A,452,"this is memo, with comma 38010"
38011,name_38011,A,432,memo_38011
38012,name_38012,B,222,memo_38012
38013,name_38013,B,523,memo_38013
38014,name_38014,B,936,memo_38014
38015,name_38015,B,224,memo_38015
38016,name_38016,C,934,memo_38016
38017,name_38017,B,578,memo_38017
38018,name_38018,C,472,memo_38018
38019,name_38019,B,440,memo_38019
38020,name_38020,B,464,"this is memo, with comma 38020"
38021,name_38021,A,160,memo_38021
38022,name_38022,B,884,memo_38022
38023,name_38023,C,354,memo_38023
38024,name_38024,A,165,memo_38024
38025,name_38025,A,757,memo_38025
38026,name_38026,C,720,memo_38026
38027,name_38027,C,622,memo_38027
38028,name_38028,C,978,memo_38028
38029,name_38029,A,148,memo_38029
38030,name_38030,B,821,"this is memo, with comma 38030"
38031,name_38031,C,255,memo_38031
38032,name_38032,A,966,memo_38032
38033,name_38033,A,841,memo_38033
38034,name_38034,C,129,memo_38034
38035,name_38035,C,816,memo_38035
38036,name_38036,C,768,memo_38036
38037,name_38037,A,718,memo_38037
38038,name_38038,B,527,memo_38038
38039,name_38039,C,430,memo_38039
38040,name_38040,A,201,"this is memo, with comma 38040"
38041,name_38041,A,483,memo_38041
38042,name_38042,B,514,memo_38042
38043,name_38043,C,87,memo_38043
38044,name_38044,C,887,memo_38044
38045,name_38045,C,802,memo_38045
38046,name_38046,C,317,memo_38046
38047,name_38047,A,368,memo_38047
38048,name_38048,C,24,memo_38048
38049,name_38049,A,396,memo_38049
38050,name_38050,C,663,"this is memo, with comma 38050"
38051,name_38051,C,879,memo_38051
38052,name_38052,B,513,memo_38052
38053,name_38053,B,854,memo_38053
38054,name_38054,C,247,memo_38054
38055,name_38055,C,487,memo_38055
38056,name_38056,B,282,memo_38056
38057,name_38057,C,615,memo_38057
38058,name_38058,A,390,memo_38058
38059,name_38059,C,646,memo_38059
38060,name_38060,C,232,"this is memo, with comma 38060"
38061,name_38061,B,642,memo_38061
38062,name_38062,C,174,memo_38062
38063,name_38063,B,669,memo_38063
38064,name_38064,A,760,memo_38064
38065,name_38065,A,570,memo_38065
38066,name_38066,C,170,memo_38066
38067,name_38067,A,533,memo_38067
38068,name_38068,B,340,memo_38068
38069,name_38069,A,357,memo_38069
38070,name_38070,C,656,"this is memo, with comma 38070"
38071,name_38071,C,2,memo_38071
38072,name_38072,C,663,memo_38072
38073,name_38073,A,879,memo_38073
38074,name_38074,A,785,memo_38074
38075,name_38075,A,168,memo_38075
38076,name_38076,B,364,memo_38076
38077,name_38077,B,894,memo_38077
38078,name_38078,B,758,memo_38078
38079,name_38079,A,443,memo_38079
38080,name_38080,C,945,"this is memo, with comma 38080"
38081,name_38081,B,99,memo_38081
38082,name_38082,A,160,memo_38082
38083,name_38083,A,723,memo_38083
38084,name_38084,A,321,memo_38084
38085,name_38085,C,951,memo_38085
38086,name_38086,C,221,memo_38086
38087,name_38087,A,852,memo_38087
38088,name_38088,C,151,memo_38088
38089,name_38089,C,240,memo_38089
38090,name_38090,A,681,"this is memo, with comma 38090"
38091,name_38091,A,921,memo_38091
38092,name_38092,B,851,memo_38092
38093,name_38093,B,902,memo_38093
38094,name_38094,B,983,memo_38094
38095,name_38095,A,540,memo_38095
38096,name_38096,B,701,memo_38096
38097,name_38097,C,216,memo_38097
38098,name_38098,C,339,memo_38098
38099,name_38099,C,582,memo_38099
38100,name_38100,C,337,"this is memo, with comma 38100"
38101,name_38101,A,456,memo_38101
38102,name_38102,A,289,memo_38102
38103,name_38103,A,727,memo_38103
38104,name_38104,B,878,memo_38104
38105,name_38105,C,51,memo_38105
38106,name_38106,B,680,memo_38106
38107,name_38107,B,730,memo_38107
38108,name_38108,B,681,memo_38108
38109,name_38109,B,372,memo_38109
38110,name_38110,A,174,"this is memo, with comma 38110"
38111,name_38111,A,524,memo_38111
38112,name_38112,C,570,memo_38112
38113,name_38113,C,507,memo_38113
38114,name_38114,C,408,memo_38114
38115,name_38115,C,4,memo_38115
38116,name_38116,C,593,memo_38116
38117,name_38117,A,90,memo_38117
38118,name_38118,A,314,memo_38118
38119,name_38119,C,485,memo_38119
38120,name_38120,A,375,"this is memo, with comma 38120"
38121,name_38121,C,916,memo_38121
38122,name_38122,A,429,memo_38122
38123,name_38123,C,636,memo_38123
38124,name_38124,B,292,memo_38124
38125,name_38125,A,430,memo_38125
38126,name_38126,C,797,memo_38126
38127,name_38127,C,809,memo_38127
38128,name_38128,A,393,memo_38128
38129,name_38129,B,753,memo_38129
38130,name_38130,A,161,"this is memo, with comma 38130"
38131,name_38131,B,837,memo_38131
38132,name_38132,B,807,memo_38132
38133,name_38133,B,744,memo_38133
38134,name_38134,A,534,memo_38134
38135,name_38135,B,433,memo_38135
38136,name_38136,B,838,memo_38136
38137,name_38137,B,713,memo_38137
38138,name_38138,C,518,memo_38138
38139,name_38139,C,288,memo_38139
38140,name_38140,A,717,"this is memo, with comma 38140"
38141,name_38141,A,462,memo_38141
38142,name_38142,C,160,memo_38142
38143,name_38143,B,47,memo_38143
38144,name_38144,B,232,memo_38144
38145,name_38145,C,134,memo_38145
38146,name_38146,A,116,memo_38146
38147,name_38147,B,888,memo_38147
38148,name_38148,C,567,memo_38148
38149,name_38149,B,876,memo_38149
38150,name_38150,B,272,"this is memo, with comma 38150"
38151,name_38151,B,783,memo_38151
38152,name_38152,A,508,memo_38152
38153,name_38153,C,928,memo_38153
38154,name_38154,B,694,memo_38154
38155,name_38155,B,491,memo_38155
38156,name_38156,B,215,memo_38156
38157,name_38157,B,126,memo_38157
38158,name_38158,A,638,memo_38158
38159,name_38159,B,858,memo_38159
38160,name_38160,C,919,"this is memo, with comma 38160"
38161,name_38161,C,996,memo_38161
38162,name_38162,C,639,memo_38162
38163,name_38163,B,836,memo_38163
38164,name_38164,A,498,memo_38164
38165,name_38165,C,305,memo_38165
38166,name_38166,C,469,memo_38166
38167,name_38167,A,398,memo_38167
38168,name_38168,B,81,memo_38168
38169,name_38169,B,303,memo_38169
38170,name_38170,A,637,"this is memo, with comma 38170"
38171,name_38171,A,445,memo_38171
38172,name_38172,C,543,memo_38172
38173,name_38173,B,406,memo_38173
38174,name_38174,B,380,memo_38174
38175,name_38175,C,852,memo_38175
38176,name_38176,A,477,memo_38176
38177,name_38177,B,528,memo_38177
38178,name_38178,C,906,memo_38178
38179,name_38179,B,485,memo_38179
38180,name_38180,A,39,"this is memo, with comma 38180"
38181,name_38181,C,804,memo_38181
38182,name_38182,C,574,memo_38182
38183,name_38183,C,757,memo_38183
38184,name_38184,B,830,memo_38184
38185,name_38185,B,896,memo_38185
38186,name_38186,C,837,memo_38186
38187,name_38187,A,52,memo_38187
38188,name_38188,A,823,memo_38188
38189,name_38189,C,484,memo_38189
38190,name_38190,B,88,"this is memo, with comma 38190"
38191,name_38191,A,343,memo_38191
38192,name_38192,B,565,memo_38192
38193,name_38193,C,909,memo_38193
38194,name_38194,A,848,memo_38194
38195,name_38195,C,913,memo_38195
38196,name_38196,C,559,memo_38196
38197,name_38197,C,202,memo_38197
38198,name_38198,B,367,memo_38198
38199,name_38199,A,358,memo_38199
38200,name_38200,A,412,"this is memo, with comma 38200"
38201,name_38201,B,139,memo_38201
38202,name_38202,A,843,memo_38202
38203,name_38203,A,40,memo_38203
38204,name_38204,A,505,memo_38204
38205,name_38205,A,789,memo_38205
38206,name_38206,B,849,memo_38206
38207,name_38207,A,594,memo_38207
38208,name_38208,C,668,memo_38208
38209,name_38209,C,234,memo_38209
38210,name_38210,C,516,"this is memo, with comma 38210"
38211,name_38211,A,957,memo_38211
38212,name_38212,C,347,memo_38212
38213,name_38213,C,524,memo_38213
38214,name_38214,B,646,memo_38214
38215,name_38215,A,601,memo_38215
38216,name_38216,C,616,memo_38216
38217,name_38217,A,899,memo_38217
38218,name_38218,A,164,memo_38218
38219,name_38219,A,627,memo_38219
38220,name_38220,A,719,"this is memo, with comma 38220"
38221,name_38221,A,250,memo_38221
38222,name_38222,B,272,memo_38222
38223,name_38223,C,975,memo_38223
38224,name_38224,B,128,memo_38224
38225,name_38225,B,713,memo_38225
38226,name_38226,C,688,memo_38226
38227,name_38227,A,62,memo_38227
38228,name_38228,B,5,memo_38228
38229,name_38229,A,63,memo_38229
38230,name_38230,A,74,"this is memo, with comma 38230"
38231,name_38231,C,341,memo_38231
38232,name_38232,C,605,memo_38232
38233,name_38233,C,32,memo_38233
38234,name_38234,B,906,memo_38234
38235,name_38235,A,485,memo_38235
38236,name_38236,A,9,memo_38236
38237,name_38237,B,598,memo_38237
38238,name_38238,C,533,memo_38238
38239,name_38239,C,657,memo_38239
38240,name_38240,C,616,"this is memo, with comma 38240"
38241,name_38241,A,428,memo_38241
38242,name_38242,C,136,memo_38242
38243,name_38243,C,60,memo_38243
38244,name_38244,A,952,memo_38244
38245,name_38245,B,432,memo_38245
38246,name_38246,A,230,memo_38246
38247,name_38247,B,824,memo_38247
38248,name_38248,B,401,memo_38248
38249,name_38249,C,425,memo_38249
38250,name_38250,B,531,"this is memo, with comma 38250"
38251,name_38251,C,400,memo_38251
38252,name_38252,B,866,memo_38252
38253,name_38253,B,690,memo_38253
38254,name_38254,A,917,memo_38254
38255,name_38255,A,632,memo_38255
38256,name_38256,A,746,memo_38256
38257,name_38257,C,571,memo_38257
38258,name_38258,B,77,memo_38258
38259,name_38259,C,966,memo_38259
38260,name_38260,C,824,"this is memo, with comma 38260"
38261,name_38261,B,302,memo_38261
38262,name_38262,B,79,memo_38262
38263,name_38263,C,455,memo_38263
38264,name_38264,A,346,memo_38264
38265,name_38265,B,270,memo_38265
38266,name_38266,C,748,memo_38266
38267,name_38267,B,72,memo_38267
38268,name_38268,C,52,memo_38268
38269,name_38269,C,904,memo_38269
38270,name_38270,C,452,"this is memo, with comma 38270"
38271,name_38271,B,892,memo_38271
38272,name_38272,C,424,memo_38272
38273,name_38273,B,319,memo_38273
38274,name_38274,C,830,memo_38274
38275,name_38275,C,989,memo_38275
38276,name_38276,C,497,memo_38276
38277,name_38277,B,211,memo_38277
38278,name_38278,C,852,memo_38278
38279,name_38279,C,512,memo_38279
38280,name_38280,A,650,"this is memo, with comma 38280"
38281,name_38281,C,110,memo_38281
38282,name_38282,A,215,memo_38282
38283,name_38283,C,238,memo_38283
38284,name_38284,B,270,memo_38284
38285,name_38285,B,696,memo_38285
38286,name_38286,C,256,memo_38286
38287,name_38287,B,839,memo_38287
38288,name_38288,B,371,memo_38288
38289,name_38289,C,717,memo_38289
38290,name_38290,B,548,"this is memo, with comma 38290"
38291,name_38291,C,652,memo_38291
38292,name_38292,C,647,memo_38292
38293,name_38293,C,342,memo_38293
38294,name_38294,C,148,memo_38294
38295,name_38295,B,298,memo_38295
38296,name_38296,B,832,memo_38296
38297,name_38297,C,353,memo_38297
38298,name_38298,B,351,memo_38298
38299,name_38299,B,926,memo_38299
38300,name_38300,B,429,"this is memo, with comma 38300"
38301,name_38301,C,733,memo_38301
38302,name_38302,B,219,memo_38302
38303,name_38303,C,230,memo_38303
38304,name_38304,A,740,memo_38304
38305,name_38305,C,964,memo_38305
38306,name_38306,B,702,memo_38306
38307,name_38307,C,105,memo_38307
38308,name_38308,B,805,memo_38308
38309,name_38309,B,208,memo_38309
38310,name_38310,A,283,"this is memo, with comma 38310"
38311,name_38311,A,954,memo_38311
38312,name_38312,A,844,memo_38312
38313,name_38313,C,234,memo_38313
38314,name_38314,C,435,memo_38314
38315,name_38315,A,376,memo_38315
38316,name_38316,C,896,memo_38316
38317,name_38317,B,493,memo_38317
38318,name_38318,A,981,memo_38318
38319,name_38319,B,718,memo_38319
38320,name_38320,B,951,"this is memo, with comma 38320"
38321,name_38321,B,910,memo_38321
38322,name_38322,A,36,memo_38322
38323,name_38323,B,833,memo_38323
38324,name_38324,C,877,memo_38324
38325,name_38325,C,973,memo_38325
38326,name_38326,A,422,memo_38326
38327,name_38327,B,133,memo_38327
38328,name_38328,A,555,memo_38328
38329,name_38329,C,484,memo_38329
38330,name_38330,A,164,"this is memo, with comma 38330"
38331,name_38331,C,362,memo_38331
38332,name_38332,B,958,memo_38332
38333,name_38333,C,557,memo_38333
38334,name_38334,C,398,memo_38334
38335,name_38335,C,784,memo_38335
38336,name_38336,B,601,memo_38336
38337,name_38337,C,756,memo_38337
38338,name_38338,C,510,memo_38338
38339,name_38339,B,779,memo_38339
38340,name_38340,C,691,"this is memo, with comma 38340"
38341,name_38341,B,898,memo_38341
38342,name_38342,B,383,memo_38342
38343,name_38343,A,278,memo_38343
38344,name_38344,C,74,memo_38344
38345,name_38345,B,54,memo_38345
38346,name_38346,C,983,memo_38346
38347,name_38347,B,459,memo_38347
38348,name_38348,C,848,memo_38348
38349,name_38349,C,423,memo_38349
38350,name_38350,C,681,"this is memo, with comma 38350"
38351,name_38351,A,372,memo_38351
38352,name_38352,B,344,memo_38352
38353,name_38353,C,700,memo_38353
38354,name_38354,C,679,memo_38354
38355,name_38355,C,253,memo_38355
38356,name_38356,C,354,memo_38356
38357,name_38357,A,857,memo_38357
38358,name_38358,B,386,memo_38358
38359,name_38359,B,195,memo_38359
38360,name_38360,A,292,"this is memo, with comma 38360"
38361,name_38361,A,294,memo_38361
38362,name_38362,B,789,memo_38362
38363,name_38363,B,677,memo_38363
38364,name_38364,B,658,memo_38364
38365,name_38365,A,108,memo_38365
38366,name_38366,C,843,memo_38366
38367,name_38367,A,535,memo_38367
38368,name_38368,B,362,memo_38368
38369,name_38369,C,60,memo_38369
38370,name_38370,A,641,"this is memo, with comma 38370"
38371,name_38371,A,652,memo_38371
38372,name_38372,C,287,memo_38372
38373,name_38373,C,898,memo_38373
38374,name_38374,A,66,memo_38374
38375,name_38375,B,268,memo_38375
38376,name_38376,B,990,memo_38376
38377,name_38377,A,932,memo_38377
38378,name_38378,B,705,memo_38378
38379,name_38379,B,263,memo_38379
38380,name_38380,C,761,"this is memo, with comma 38380"
38381,name_38381,A,888,memo_38381
38382,name_38382,A,877,memo_38382
38383,name_38383,C,483,memo_38383
38384,name_38384,A,829,memo_38384
38385,name_38385,C,155,memo_38385
38386,name_38386,B,326,memo_38386
38387,name_38387,C,671,memo_38387
38388,name_38388,A,326,memo_38388
38389,name_38389,C,177,memo_38389
38390,name_38390,B,435,"this is memo, with comma 38390"
38391,name_38391,C,308,memo_38391
38392,name_38392,A,725,memo_38392
38393,name_38393,B,573,memo_38393
38394,name_38394,A,103,memo_38394
38395,name_38395,B,361,memo_38395
38396,name_38396,A,527,memo_38396
38397,name_38397,A,963,memo_38397
38398,name_38398,B,338,memo_38398
38399,name_38399,B,792,memo_38399
38400,name_38400,C,911,"this is memo, with comma 38400"
38401,name_38401,A,889,memo_38401
38402,name_38402,C,607,memo_38402
38403,name_38403,B,381,memo_38403
38404,name_38404,A,231,memo_38404
38405,name_38405,B,119,memo_38405
38406,name_38406,A,868,memo_38406
38407,name_38407,C,43,memo_38407
38408,name_38408,B,428,memo_38408
38409,name_38409,B,243,memo_38409
38410,name_38410,C,791,"this is memo, with comma 38410"
38411,name_38411,C,612,memo_38411
38412,name_38412,C,327,memo_38412
38413,name_38413,C,270,memo_38413
38414,name_38414,B,184,memo_38414
38415,name_38415,C,886,memo_38415
38416,name_38416,B,150,memo_38416
38417,name_38417,C,474,memo_38417
38418,name_38418,B,641,memo_38418
38419,name_38419,C,751,memo_38419
38420,name_38420,C,433,"this is memo, with comma 38420"
38421,name_38421,B,220,memo_38421
38422,name_38422,A,873,memo_38422
38423,name_38423,A,904,memo_38423
38424,name_38424,A,399,memo_38424
38425,name_38425,C,648,memo_38425
38426,name_38426,C,119,memo_38426
38427,name_38427,B,281,memo_38427
38428,name_38428,C,939,memo_38428
38429,name_38429,C,373,memo_38429
38430,name_38430,B,125,"this is memo, with comma 38430"
38431,name_38431,C,434,memo_38431
38432,name_38432,B,83,memo_38432
38433,name_38433,B,8,memo_38433
38434,name_38434,B,659,memo_38434
38435,name_38435,B,84,memo_38435
38436,name_38436,B,971,memo_38436
38437,name_38437,A,439,memo_38437
38438,name_38438,C,234,memo_38438
38439,name_38439,A,953,memo_38439
38440,name_38440,A,380,"this is memo, with comma 38440"
38441,name_38441,B,989,memo_38441
38442,name_38442,A,293,memo_38442
38443,name_38443,A,616,memo_38443
38444,name_38444,C,629,memo_38444
38445,name_38445,A,904,memo_38445
38446,name_38446,C,908,memo_38446
38447,name_38447,B,249,memo_38447
38448,name_38448,A,126,memo_38448
38449,name_38449,B,648,memo_38449
38450,name_38450,B,824,"this is memo, with comma 38450"
38451,name_38451,B,840,memo_38451
38452,name_38452,A,113,memo_38452
38453,name_38453,B,78,memo_38453
38454,name_38454,C,858,memo_38454
38455,name_38455,A,902,memo_38455
38456,name_38456,A,576,memo_38456
38457,name_38457,B,271,memo_38457
38458,name_38458,B,512,memo_38458
38459,name_38459,C,917,memo_38459
38460,name_38460,B,827,"this is memo, with comma 38460"
38461,name_38461,B,953,memo_38461
38462,name_38462,B,287,memo_38462
38463,name_38463,C,172,memo_38463
38464,name_38464,B,901,memo_38464
38465,name_38465,B,344,memo_38465
38466,name_38466,B,674,memo_38466
38467,name_38467,A,802,memo_38467
38468,name_38468,B,985,memo_38468
38469,name_38469,B,189,memo_38469
38470,name_38470,B,172,"this is memo, with comma 38470"
38471,name_38471,C,8,memo_38471
38472,name_38472,B,282,memo_38472
38473,name_38473,B,285,memo_38473
38474,name_38474,C,383,memo_38474
38475,name_38475,C,724,memo_38475
38476,name_38476,B,471,memo_38476
38477,name_38477,C,98,memo_38477
38478,name_38478,C,51,memo_38478
38479,name_38479,B,943,memo_38479
38480,name_38480,A,21,"this is memo, with comma 38480"
38481,name_38481,A,938,memo_38481
38482,name_38482,B,783,memo_38482
38483,name_38483,C,576,memo_38483
38484,name_38484,C,363,memo_38484
38485,name_38485,B,679,memo_38485
38486,name_38486,A,805,memo_38486
38487,name_38487,A,934,memo_38487
38488,name_38488,A,919,memo_38488
38489,name_38489,C,350,memo_38489
38490,name_38490,A,906,"this is memo, with comma 38490"
38491,name_38491,C,898,memo_38491
38492,name_38492,B,723,memo_38492
38493,name_38493,A,645,memo_38493
38494,name_38494,C,206,memo_38494
38495,name_38495,C,132,memo_38495
38496,name_38496,C,427,memo_38496
38497,name_38497,B,494,memo_38497
38498,name_38498,C,874,memo_38498
38499,name_38499,B,712,memo_38499
38500,name_38500,C,900,"this is memo, with comma 38500"
38501,name_38501,C,24,memo_38501
38502,name_38502,C,251,memo_38502
38503,name_38503,A,252,memo_38503
38504,name_38504,A,62,memo_38504
38505,name_38505,B,405,memo_38505
38506,name_38506,A,24,memo_38506
38507,name_38507,A,37,memo_38507
38508,name_38508,B,722,memo_38508
38509,name_38509,B,985,memo_38509
38510,name_38510,A,305,"this is memo, with comma 38510"
38511,name_38511,B,355,memo_38511
38512,name_38512,A,751,memo_38512
38513,name_38513,C,244,memo_38513
38514,name_38514,B,922,memo_38514
38515,name_38515,B,247,memo_38515
38516,name_38516,B,327,memo_38516
38517,name_38517,A,345,memo_38517
38518,name_38518,A,680,memo_38518
38519,name_38519,C,603,memo_38519
38520,name_38520,C,715,"this is memo, with comma 38520"
38521,name_38521,A,319,memo_38521
38522,name_38522,A,715,memo_38522
38523,name_38523,B,665,memo_38523
38524,name_38524,C,516,memo_38524
38525,name_38525,B,296,memo_38525
38526,name_38526,B,723,memo_38526
38527,name_38527,B,868,memo_38527
38528,name_38528,C,424,memo_38528
38529,name_38529,B,335,memo_38529
38530,name_38530,C,616,"this is memo, with comma 38530"
38531,name_38531,B,16,memo_38531
38532,name_38532,C,687,memo_38532
38533,name_38533,B,316,memo_38533
38534,name_38534,B,350,memo_38534
38535,name_38535,B,236,memo_38535
38536,name_38536,C,453,memo_38536
38537,name_38537,A,479,memo_38537
38538,name_38538,C,38,memo_38538
38539,name_38539,C,136,memo_38539
38540,name_38540,A,138,"this is memo, with comma 38540"
38541,name_38541,B,403,memo_38541
38542,name_38542,B,444,memo_38542
38543,name_38543,C,385,memo_38543
38544,name_38544,B,367,memo_38544
38545,name_38545,B,541,memo_38545
38546,name_38546,A,570,memo_38546
38547,name_38547,B,941,memo_38547
38548,name_38548,A,244,memo_38548
38549,name_38549,C,348,memo_38549
38550,name_38550,B,796,"this is memo, with comma 38550"
38551,name_38551,A,850,memo_38551
38552,name_38552,A,625,memo_38552
38553,name_38553,B,871,memo_38553
38554,name_38554,C,327,memo_38554
38555,name_38555,B,231,memo_38555
38556,name_38556,C,952,memo_38556
38557,name_38557,B,111,memo_38557
38558,name_38558,A,527,memo_38558
38559,name_38559,B,866,memo_38559
38560,name_38560,B,777,"this is memo, with comma 38560"
38561,name_38561,B,453,memo_38561
38562,name_38562,A,834,memo_38562
38563,name_38563,A,266,memo_38563
38564,name_38564,A,170,memo_38564
38565,name_38565,C,309,memo_38565
38566,name_38566,A,624,memo_38566
38567,name_38567,C,782,memo_38567
38568,name_38568,B,187,memo_38568
38569,name_38569,B,601,memo_38569
38570,name_38570,A,513,"this is memo, with comma 38570"
38571,name_38571,C,532,memo_38571
38572,name_38572,B,249,memo_38572
38573,name_38573,B,69,memo_38573
38574,name_38574,C,690,memo_38574
38575,name_38575,C,31,memo_38575
38576,name_38576,A,736,memo_38576
38577,name_38577,B,417,memo_38577
38578,name_38578,B,904,memo_38578
38579,name_38579,A,241,memo_38579
38580,name_38580,C,955,"this is memo, with comma 38580"
38581,name_38581,B,490,memo_38581
38582,name_38582,A,334,memo_38582
38583,name_38583,B,428,memo_38583
38584,name_38584,C,464,memo_38584
38585,name_38585,A,206,memo_38585
38586,name_38586,C,843,memo_38586
38587,name_38587,A,330,memo_38587
38588,name_38588,C,983,memo_38588
38589,name_38589,A,318,memo_38589
38590,name_38590,A,903,"this is memo, with comma 38590"
38591,name_38591,A,131,memo_38591
38592,name_38592,C,119,memo_38592
38593,name_38593,A,539,memo_38593
38594,name_38594,C,563,memo_38594
38595,name_38595,B,226,memo_38595
38596,name_38596,B,487,memo_38596
38597,name_38597,B,782,memo_38597
38598,name_38598,A,295,memo_38598
38599,name_38599,B,666,memo_38599
38600,name_38600,B,168,"this is memo, with comma 38600"
38601,name_38601,A,145,memo_38601
38602,name_38602,B,211,memo_38602
38603,name_38603,C,964,memo_38603
38604,name_38604,B,358,memo_38604
38605,name_38605,C,879,memo_38605
38606,name_38606,A,175,memo_38606
38607,name_38607,C,681,memo_38607
38608,name_38608,C,307,memo_38608
38609,name_38609,A,932,memo_38609
38610,name_38610,B,150,"this is memo, with comma 38610"
38611,name_38611,C,485,memo_38611
38612,name_38612,B,307,memo_38612
38613,name_38613,A,818,memo_38613
38614,name_38614,C,971,memo_38614
38615,name_38615,C,745,memo_38615
38616,name_38616,A,822,memo_38616
38617,name_38617,A,813,memo_38617
38618,name_38618,C,747,memo_38618
38619,name_38619,C,106,memo_38619
38620,name_38620,B,107,"this is memo, with comma 38620"
38621,name_38621,A,86,memo_38621
38622,name_38622,B,646,memo_38622
38623,name_38623,C,60,memo_38623
38624,name_38624,A,102,memo_38624
38625,name_38625,A,518,memo_38625
38626,name_38626,A,556,memo_38626
38627,name_38627,C,990,memo_38627
38628,name_38628,B,931,memo_38628
38629,name_38629,C,965,memo_38629
38630,name_38630,A,248,"this is memo, with comma 38630"
38631,name_38631,B,872,memo_38631
38632,name_38632,A,652,memo_38632
38633,name_38633,A,277,memo_38633
38634,name_38634,B,229,memo_38634
38635,name_38635,C,29,memo_38635
38636,name_38636,C,959,memo_38636
38637,name_38637,B,731,memo_38637
38638,name_38638,A,444,memo_38638
38639,name_38639,B,944,memo_38639
38640,name_38640,B,471,"this is memo, with comma 38640"
38641,name_38641,C,177,memo_38641
38642,name_38642,C,686,memo_38642
38643,name_38643,C,725,memo_38643
38644,name_38644,C,872,memo_38644
38645,name_38645,A,310,memo_38645
38646,name_38646,C,669,memo_38646
38647,name_38647,A,957,memo_38647
38648,name_38648,C,965,memo_38648
38649,name_38649,A,341,memo_38649
38650,name_38650,A,665,"this is memo, with comma 38650"
38651,name_38651,B,586,memo_38651
38652,name_38652,C,160,memo_38652
38653,name_38653,A,908,memo_38653
38654,name_38654,C,441,memo_38654
38655,name_38655,A,723,memo_38655
38656,name_38656,A,613,memo_38656
38657,name_38657,B,895,memo_38657
38658,name_38658,A,849,memo_38658
38659,name_38659,A,380,memo_38659
38660,name_38660,A,321,"this is memo, with comma 38660"
38661,name_38661,A,562,memo_38661
38662,name_38662,C,657,memo_38662
38663,name_38663,A,945,memo_38663
38664,name_38664,C,859,memo_38664
38665,name_38665,C,836,memo_38665
38666,name_38666,A,843,memo_38666
38667,name_38667,B,445,memo_38667
38668,name_38668,A,282,memo_38668
38669,name_38669,B,538,memo_38669
38670,name_38670,C,233,"this is memo, with comma 38670"
38671,name_38671,C,713,memo_38671
38672,name_38672,B,241,memo_38672
38673,name_38673,C,110,memo_38673
38674,name_38674,B,604,memo_38674
38675,name_38675,B,842,memo_38675
